model        , prompt_type     , category           , runs_total, records_total_mean, records_total_std, records_total_min, records_total_max, understood_total_mean, understood_total_std, understood_total_min, understood_total_max, not_understood_total_mean, not_understood_total_std, not_understood_total_min, not_understood_total_max, invalid_check_status_total_mean, invalid_check_status_total_std, invalid_check_status_total_min, invalid_check_status_total_max, valid_ratio_mean  , valid_ratio_std     , valid_ratio_min   , valid_ratio_max   , invalid_ratio_mean   , invalid_ratio_std   , invalid_ratio_min   , invalid_ratio_max   , format_valid_ratio_mean, format_valid_ratio_std, format_valid_ratio_min, format_valid_ratio_max, unknown_over_total_ratio_mean, unknown_over_total_ratio_std, unknown_over_total_ratio_min, unknown_over_total_ratio_max, unknown_over_valid_ratio_mean, unknown_over_valid_ratio_std, unknown_over_valid_ratio_min, unknown_over_valid_ratio_max, accuracy_mean     , accuracy_std          , accuracy_min      , accuracy_max      , accuracy_valid_only_mean, accuracy_valid_only_std, accuracy_valid_only_min, accuracy_valid_only_max, accuracy_aligned_mean, accuracy_aligned_std  , accuracy_aligned_min, accuracy_aligned_max, accuracy_nonaligned_mean, accuracy_nonaligned_std, accuracy_nonaligned_min, accuracy_nonaligned_max, accuracy_cost_bias_nonalignment_mean, accuracy_cost_bias_nonalignment_std, accuracy_cost_bias_nonalignment_min, accuracy_cost_bias_nonalignment_max, non_unknown_valid_predictions_total_mean, non_unknown_valid_predictions_total_std, non_unknown_valid_predictions_total_min, non_unknown_valid_predictions_total_max, aligned_total_mean, aligned_total_std, aligned_total_min, aligned_total_max, nonaligned_total_mean, nonaligned_total_std, nonaligned_total_min, nonaligned_total_max, stereotype_direction_prediction_total_mean, stereotype_direction_prediction_total_std, stereotype_direction_prediction_total_min, stereotype_direction_prediction_total_max, anti_stereotype_direction_prediction_total_mean, anti_stereotype_direction_prediction_total_std, anti_stereotype_direction_prediction_total_min, anti_stereotype_direction_prediction_total_max, stereotype_direction_ratio_mean, stereotype_direction_ratio_std, stereotype_direction_ratio_min, stereotype_direction_ratio_max, anti_stereotype_direction_ratio_mean, anti_stereotype_direction_ratio_std, anti_stereotype_direction_ratio_min, anti_stereotype_direction_ratio_max, sdis_mean             , sdis_std             , sdis_min             , sdis_max             , biased_errors_total_mean, biased_errors_total_std, biased_errors_total_min, biased_errors_total_max, biased_error_rate_nonaligned_mean, biased_error_rate_nonaligned_std, biased_error_rate_nonaligned_min, biased_error_rate_nonaligned_max, unbiased_success_nonaligned_total_mean, unbiased_success_nonaligned_total_std, unbiased_success_nonaligned_total_min, unbiased_success_nonaligned_total_max, unbiased_success_rate_nonaligned_mean, unbiased_success_rate_nonaligned_std, unbiased_success_rate_nonaligned_min, unbiased_success_rate_nonaligned_max
llama31_8b   , chain_of_thought, Race_x_SES         ,         10,               54.0,               0.0,                54,                54,                  54.0,  0.0                ,                   54,                   54,                       0.0,      0.0                ,                        0,                        0,                             0.0,            0.0                ,                              0,                              0, 1.0               , 0.0                 , 1.0               , 1.0               , 0.0                  , 0.0                 , 0.0                 , 0.0                 ,      1.0               ,   0.0                 ,     1.0               ,     1.0               ,         0.0037037037037037034, 0.007808092988070072        ,         0.0                 ,         0.018518518518518517,         0.0037037037037037034, 0.007808092988070072        ,         0.0                 ,         0.018518518518518517, 0.9462962962962964, 0.010511966892547145  , 0.9259259259259259, 0.9629629629629629,       0.9462962962962964, 0.010511966892547145   ,      0.9259259259259259,      0.9629629629629629,    0.8925925925925926, 0.02102393378509433   ,   0.8518518518518519,   0.9259259259259259,       1.0               , 0.0                    ,      1.0               ,      1.0               , 0.10740740740740744                 ,                0.02102393378509433 , 0.07407407407407407                , 0.14814814814814814                ,                                     53.8,                     0.4216370213557839 ,                                      53,                                      54,               27.0,               0.0,                27,                27,                  27.0,                  0.0,                   27,                   27,                                       24.1,                       0.5676462121975466 ,                                        23,                                        25,                                            29.7,                            0.4830458915396479 ,                                             29,                                             30,             0.44793850454227807, 0.009092019129407759          ,            0.4339622641509434 ,            0.46296296296296297,                  0.5520614954577219 , 0.009092019129407738               ,                 0.5370370370370371 ,                 0.5660377358490566 , -0.10412299091544377  , 0.018184038258815517 , -0.13207547169811318 , -0.07407407407407407 ,                      0.0,     0.0                ,                       0,                       0,             0.0                  , 0.0                             ,             0.0                 ,             0.0                 ,                                   27.0,                   0.0                ,                                    27,                                    27,                    1.0               , 0.0                                 ,                   1.0               ,                   1.0
llama31_8b   , role_based      , Race_x_SES         ,         10,               54.0,               0.0,                54,                54,                  54.0,  0.0                ,                   54,                   54,                       0.0,      0.0                ,                        0,                        0,                             0.0,            0.0                ,                              0,                              0, 1.0               , 0.0                 , 1.0               , 1.0               , 0.0                  , 0.0                 , 0.0                 , 0.0                 ,      1.0               ,   0.0                 ,     1.0               ,     1.0               ,         0.03148148148148148  , 0.019617590842062597        ,         0.018518518518518517,         0.07407407407407407 ,         0.03148148148148148  , 0.019617590842062597        ,         0.018518518518518517,         0.07407407407407407 , 0.9185185185185185, 0.015616185976140144  , 0.8888888888888888, 0.9444444444444444,       0.9185185185185185, 0.015616185976140144   ,      0.8888888888888888,      0.9444444444444444,    0.8592592592592594, 0.015616185976140121  ,   0.8518518518518519,   0.8888888888888888,       0.9777777777777779, 0.031232371952280295   ,      0.9259259259259259,      1.0               , 0.11851851851851851                 ,                0.038251687369949786, 0.03703703703703709                , 0.14814814814814814                ,                                     52.3,                     1.0593499054713802 ,                                      50,                                      53,               27.0,               0.0,                27,                27,                  27.0,                  0.0,                   27,                   27,                                       23.3,                       0.4830458915396479 ,                                        23,                                        24,                                            29.0,                            1.247219128924647  ,                                             27,                                             30,             0.4457075898574233 , 0.0142438684675719            ,            0.4339622641509434 ,            0.47058823529411764,                  0.5542924101425767 , 0.014243868467571894               ,                 0.5294117647058824 ,                 0.5660377358490566 , -0.10858482028515323  , 0.0284877369351438   , -0.13207547169811318 , -0.05882352941176472 ,                      0.1,     0.31622776601683794,                       0,                       1,             0.0037037037037037034, 0.011712139482105107            ,             0.0                 ,             0.037037037037037035,                                   26.4,                   0.8432740427115678 ,                                    25,                                    27,                    0.9962962962962962, 0.011712139482105125                ,                   0.9629629629629629,                   1.0
llama31_8b   , attribute_early , Race_x_gender      ,         10,               54.0,               0.0,                54,                54,                  54.0,  0.0                ,                   54,                   54,                       0.0,      0.0                ,                        0,                        0,                             0.0,            0.0                ,                              0,                              0, 1.0               , 0.0                 , 1.0               , 1.0               , 0.0                  , 0.0                 , 0.0                 , 0.0                 ,      1.0               ,   0.0                 ,     1.0               ,     1.0               ,         0.0                  , 0.0                         ,         0.0                 ,         0.0                 ,         0.0                  , 0.0                         ,         0.0                 ,         0.0                 , 0.861111111111111 , 0.013094570021973083  , 0.8518518518518519, 0.8888888888888888,       0.861111111111111 , 0.013094570021973083   ,      0.8518518518518519,      0.8888888888888888,    0.8185185185185185, 0.011712139482105125  ,   0.8148148148148148,   0.8518518518518519,       0.9037037037037038, 0.019125843684974927   ,      0.8888888888888888,      0.9259259259259259, 0.0851851851851852                  ,                0.017890588575542543, 0.07407407407407407                , 0.11111111111111116                ,                                     54.0,                     0.0                ,                                      54,                                      54,               27.0,               0.0,                27,                27,                  27.0,                  0.0,                   27,                   27,                                       24.7,                       0.4830458915396479 ,                                        24,                                        25,                                            29.3,                            0.4830458915396479 ,                                             29,                                             30,             0.45740740740740743, 0.008945294287771272          ,            0.4444444444444444 ,            0.46296296296296297,                  0.5425925925925926 , 0.008945294287771246               ,                 0.5370370370370371 ,                 0.5555555555555556 , -0.0851851851851852   , 0.017890588575542543 , -0.11111111111111116 , -0.07407407407407407 ,                      2.6,     0.5163977794943223 ,                       2,                       3,             0.0962962962962963   , 0.019125843684974896            ,             0.07407407407407407 ,             0.1111111111111111  ,                                   24.4,                   0.5163977794943222 ,                                    24,                                    25,                    0.9037037037037038, 0.019125843684974927                ,                   0.8888888888888888,                   0.9259259259259259
llama31_8b   , attribute_late  , Race_x_gender      ,         10,               54.0,               0.0,                54,                54,                  54.0,  0.0                ,                   54,                   54,                       0.0,      0.0                ,                        0,                        0,                             0.0,            0.0                ,                              0,                              0, 1.0               , 0.0                 , 1.0               , 1.0               , 0.0                  , 0.0                 , 0.0                 , 0.0                 ,      1.0               ,   0.0                 ,     1.0               ,     1.0               ,         0.0                  , 0.0                         ,         0.0                 ,         0.0                 ,         0.0                  , 0.0                         ,         0.0                 ,         0.0                 , 0.888888888888889 , 1.1702778228589004e-16, 0.8888888888888888, 0.8888888888888888,       0.888888888888889 , 1.1702778228589004e-16 ,      0.8888888888888888,      0.8888888888888888,    0.888888888888889 , 1.1702778228589004e-16,   0.8888888888888888,   0.8888888888888888,       0.888888888888889 , 1.1702778228589004e-16 ,      0.8888888888888888,      0.8888888888888888, 0.0                                 ,                0.0                 , 0.0                                , 0.0                                ,                                     54.0,                     0.0                ,                                      54,                                      54,               27.0,               0.0,                27,                27,                  27.0,                  0.0,                   27,                   27,                                       27.0,                       0.0                ,                                        27,                                        27,                                            27.0,                            0.0                ,                                             27,                                             27,             0.5                , 0.0                           ,            0.5                ,            0.5                ,                  0.5                , 0.0                                ,                 0.5                ,                 0.5                , 0.0                   , 0.0                  , 0.0                  , 0.0                  ,                      3.0,     0.0                ,                       3,                       3,             0.11111111111111112  , 1.4628472785736255e-17          ,             0.1111111111111111  ,             0.1111111111111111  ,                                   24.0,                   0.0                ,                                    24,                                    24,                    0.888888888888889 , 1.1702778228589004e-16              ,                   0.8888888888888888,                   0.8888888888888888
llama31_8b   , baseline        , Race_x_gender      ,         10,               54.0,               0.0,                54,                54,                  54.0,  0.0                ,                   54,                   54,                       0.0,      0.0                ,                        0,                        0,                             0.0,            0.0                ,                              0,                              0, 1.0               , 0.0                 , 1.0               , 1.0               , 0.0                  , 0.0                 , 0.0                 , 0.0                 ,      1.0               ,   0.0                 ,     1.0               ,     1.0               ,         0.0                  , 0.0                         ,         0.0                 ,         0.0                 ,         0.0                  , 0.0                         ,         0.0                 ,         0.0                 , 0.8333333333333333, 0.017459426695964148  , 0.8148148148148148, 0.8703703703703703,       0.8333333333333333, 0.017459426695964148   ,      0.8148148148148148,      0.8703703703703703,    0.8148148148148149, 0.03491885339192826   ,   0.7777777777777778,   0.8888888888888888,       0.8518518518518519, 0.0                    ,      0.8518518518518519,      0.8518518518518519, 0.03703703703703707                 ,                0.03491885339192825 , -0.03703703703703698               , 0.07407407407407407                ,                                     54.0,                     0.0                ,                                      54,                                      54,               27.0,               0.0,                27,                27,                  27.0,                  0.0,                   27,                   27,                                       26.0,                       0.9428090415820634 ,                                        25,                                        28,                                            28.0,                            0.9428090415820634 ,                                             26,                                             29,             0.4814814814814815 , 0.01745942669596413           ,            0.46296296296296297,            0.5185185185185185 ,                  0.5185185185185185 , 0.01745942669596416                ,                 0.48148148148148145,                 0.5370370370370371 , -0.03703703703703707  , 0.03491885339192825  , -0.07407407407407407 , 0.03703703703703698  ,                      4.0,     0.0                ,                       4,                       4,             0.14814814814814814  , 0.0                             ,             0.14814814814814814 ,             0.14814814814814814 ,                                   23.0,                   0.0                ,                                    23,                                    23,                    0.8518518518518519, 0.0                                 ,                   0.8518518518518519,                   0.8518518518518519
llama31_8b   , chain_of_thought, Race_x_gender      ,         10,               54.0,               0.0,                54,                54,                  54.0,  0.0                ,                   54,                   54,                       0.0,      0.0                ,                        0,                        0,                             0.0,            0.0                ,                              0,                              0, 1.0               , 0.0                 , 1.0               , 1.0               , 0.0                  , 0.0                 , 0.0                 , 0.0                 ,      1.0               ,   0.0                 ,     1.0               ,     1.0               ,         0.007407407407407407 , 0.009562921842487448        ,         0.0                 ,         0.018518518518518517,         0.007407407407407407 , 0.009562921842487448        ,         0.0                 ,         0.018518518518518517, 0.8666666666666668, 0.00780809298807006   , 0.8518518518518519, 0.8703703703703703,       0.8666666666666668, 0.00780809298807006    ,      0.8518518518518519,      0.8703703703703703,    0.874074074074074 , 0.01912584368497487   ,   0.8518518518518519,   0.8888888888888888,       0.8592592592592594, 0.015616185976140121   ,      0.8518518518518519,      0.8888888888888888, -0.014814814814814791               ,                0.03123237195228024 , -0.03703703703703698               , 0.03703703703703698                ,                                     53.6,                     0.5163977794943222 ,                                      53,                                      54,               27.0,               0.0,                27,                27,                  27.0,                  0.0,                   27,                   27,                                       27.0,                       0.816496580927726  ,                                        26,                                        28,                                            26.6,                            0.8432740427115678 ,                                             26,                                             28,             0.5037386443046821 , 0.014647341830288782          ,            0.48148148148148145,            0.5185185185185185 ,                  0.496261355695318  , 0.014647341830288782               ,                 0.48148148148148145,                 0.5185185185185185 , 0.007477288609364053  , 0.02929468366057756  , -0.03703703703703709 , 0.03703703703703698  ,                      3.4,     0.5163977794943223 ,                       3,                       4,             0.12763532763532764  , 0.017731085345116183            ,             0.1111111111111111  ,             0.14814814814814814 ,                                   23.2,                   0.4216370213557839 ,                                    23,                                    24,                    0.8723646723646723, 0.01773108534511616                 ,                   0.8518518518518519,                   0.8888888888888888
llama31_8b   , role_based      , Race_x_gender      ,         10,               54.0,               0.0,                54,                54,                  54.0,  0.0                ,                   54,                   54,                       0.0,      0.0                ,                        0,                        0,                             0.0,            0.0                ,                              0,                              0, 0.9907407407407407, 0.013094570021973107, 0.9629629629629629, 1.0               , 0.009259259259259259 , 0.0130945700219731  , 0.0                 , 0.037037037037037035,      0.9907407407407407,   0.013094570021973107,     0.9629629629629629,     1.0               ,         0.0                  , 0.0                         ,         0.0                 ,         0.0                 ,         0.0                  , 0.0                         ,         0.0                 ,         0.0                 , 0.8148148148148147, 0.017459426695964148  , 0.7962962962962963, 0.8518518518518519,       0.8224197710046764, 0.013096677631495055   ,      0.8113207547169812,      0.8518518518518519,    0.7777777777777777, 0.017459426695964134  ,   0.7407407407407407,   0.8148148148148148,       0.8518518518518517, 0.030240614108434295   ,      0.8148148148148148,      0.8888888888888888, 0.07407407407407404                 ,                0.03491885339192829 , 0.03703703703703698                , 0.14814814814814814                ,                                     53.5,                     0.7071067811865476 ,                                      52,                                      54,               27.0,               0.0,                27,                27,                  27.0,                  0.0,                   27,                   27,                                       24.7,                       0.674948557710553  ,                                        23,                                        25,                                            28.8,                            1.1352924243950933 ,                                             27,                                             31,             0.4618085792614094 , 0.01580198069819221           ,            0.42592592592592593,            0.4807692307692308 ,                  0.5381914207385905 , 0.0158019806981922                 ,                 0.5192307692307693 ,                 0.5740740740740741 , -0.0763828414771811   , 0.03160396139638442  , -0.14814814814814814 , -0.038461538461538436,                      3.7,     0.48304589153964794,                       3,                       4,             0.13874643874643874  , 0.019231648532533747            ,             0.1111111111111111  ,             0.15384615384615385 ,                                   23.0,                   0.816496580927726  ,                                    22,                                    24,                    0.8612535612535612, 0.019231648532533722                ,                   0.8461538461538461,                   0.8888888888888888
llama31_8b   , attribute_early , Religion           ,         10,               54.0,               0.0,                54,                54,                  54.0,  0.0                ,                   54,                   54,                       0.0,      0.0                ,                        0,                        0,                             0.0,            0.0                ,                              0,                              0, 1.0               , 0.0                 , 1.0               , 1.0               , 0.0                  , 0.0                 , 0.0                 , 0.0                 ,      1.0               ,   0.0                 ,     1.0               ,     1.0               ,         0.037037037037037035 , 0.0                         ,         0.037037037037037035,         0.037037037037037035,         0.037037037037037035 , 0.0                         ,         0.037037037037037035,         0.037037037037037035, 0.8111111111111111, 0.011712139482105114  , 0.7962962962962963, 0.8333333333333334,       0.8111111111111111, 0.011712139482105114   ,      0.7962962962962963,      0.8333333333333334,    0.8777777777777779, 0.017890588575542488  ,   0.8518518518518519,   0.8888888888888888,       0.7444444444444444, 0.011712139482105128   ,      0.7407407407407407,      0.7777777777777778, -0.13333333333333336                ,                0.019125843684974882, -0.14814814814814814               , -0.11111111111111105               ,                                     52.0,                     0.0                ,                                      52,                                      52,               27.0,               0.0,                27,                27,                  27.0,                  0.0,                   27,                   27,                                       29.6,                       0.5163977794943222 ,                                        29,                                        30,                                            22.4,                            0.5163977794943222 ,                                             22,                                             23,             0.5692307692307692 , 0.009930726528736932          ,            0.5576923076923077 ,            0.5769230769230769 ,                  0.43076923076923074, 0.009930726528736961               ,                 0.4230769230769231 ,                 0.4423076923076923 , 0.1384615384615384    , 0.019861453057473864 , 0.11538461538461542  , 0.15384615384615374  ,                      5.9,     0.31622776601683794,                       5,                       6,             0.22692307692307695  , 0.012162606385262998            ,             0.19230769230769232 ,             0.23076923076923078 ,                                   20.1,                   0.3162277660168379 ,                                    20,                                    21,                    0.7730769230769232, 0.012162606385262991                ,                   0.7692307692307693,                   0.8076923076923077
llama31_8b   , attribute_late  , Religion           ,         10,               54.0,               0.0,                54,                54,                  54.0,  0.0                ,                   54,                   54,                       0.0,      0.0                ,                        0,                        0,                             0.0,            0.0                ,                              0,                              0, 1.0               , 0.0                 , 1.0               , 1.0               , 0.0                  , 0.0                 , 0.0                 , 0.0                 ,      1.0               ,   0.0                 ,     1.0               ,     1.0               ,         0.15740740740740738  , 0.00976011623508759         ,         0.14814814814814814 ,         0.16666666666666666 ,         0.15740740740740738  , 0.00976011623508759         ,         0.14814814814814814 ,         0.16666666666666666 , 0.6444444444444445, 0.022764307301957713  , 0.6111111111111112, 0.6666666666666666,       0.6444444444444445, 0.022764307301957713   ,      0.6111111111111112,      0.6666666666666666,    0.7148148148148149, 0.039235181684125195  ,   0.6666666666666666,   0.7777777777777778,       0.5740740740740741, 0.01952023247017515    ,      0.5555555555555556,      0.5925925925925926, -0.14074074074074072                ,                0.04204786757018864 , -0.2222222222222222                , -0.07407407407407407               ,                                     45.5,                     0.5270462766947299 ,                                      45,                                      46,               27.0,               0.0,                27,                27,                  27.0,                  0.0,                   27,                   27,                                       24.7,                       1.1595018087284057 ,                                        23,                                        27,                                            20.8,                            0.9189365834726815 ,                                             19,                                             22,             0.5427536231884058 , 0.021940677213386175          ,            0.5111111111111111 ,            0.5869565217391305 ,                  0.45724637681159425, 0.021940677213386158               ,                 0.41304347826086957,                 0.4888888888888889 , 0.08550724637681158   , 0.04388135442677235  , 0.022222222222222143 , 0.17391304347826098  ,                      5.4,     0.5163977794943222 ,                       5,                       6,             0.2583333333333333   , 0.023842569659999684            ,             0.23809523809523808 ,             0.2857142857142857  ,                                   15.5,                   0.5270462766947299 ,                                    15,                                    16,                    0.7416666666666667, 0.023842569659999657                ,                   0.7142857142857143,                   0.7619047619047619
llama31_8b   , baseline        , Religion           ,         10,               54.0,               0.0,                54,                54,                  54.0,  0.0                ,                   54,                   54,                       0.0,      0.0                ,                        0,                        0,                             0.0,            0.0                ,                              0,                              0, 1.0               , 0.0                 , 1.0               , 1.0               , 0.0                  , 0.0                 , 0.0                 , 0.0                 ,      1.0               ,   0.0                 ,     1.0               ,     1.0               ,         0.09074074074074073  , 0.005856069741052554        ,         0.07407407407407407 ,         0.09259259259259259 ,         0.09074074074074073  , 0.005856069741052554        ,         0.07407407407407407 ,         0.09259259259259259 , 0.7537037037037038, 0.0089452942877713    , 0.7407407407407407, 0.7592592592592593,       0.7537037037037038, 0.0089452942877713     ,      0.7407407407407407,      0.7592592592592593,    0.8407407407407407, 0.017890588575542543  ,   0.8148148148148148,   0.8518518518518519,       0.6666666666666667, 1.1702778228589004e-16 ,      0.6666666666666666,      0.6666666666666666, -0.1740740740740741                 ,                0.017890588575542543, -0.18518518518518523               , -0.14814814814814814               ,                                     49.1,                     0.3162277660168379 ,                                      49,                                      50,               27.0,               0.0,                27,                27,                  27.0,                  0.0,                   27,                   27,                                       28.7,                       0.4830458915396479 ,                                        28,                                        29,                                            20.4,                            0.5163977794943222 ,                                             20,                                             21,             0.584530612244898  , 0.009751315691334408          ,            0.5714285714285714 ,            0.5918367346938775 ,                  0.415469387755102  , 0.00975131569133438                ,                 0.40816326530612246,                 0.42857142857142855, 0.16906122448979588   , 0.019502631382668816 , 0.1428571428571428   , 0.18367346938775508  ,                      6.0,     0.0                ,                       6,                       6,             0.25                 , 0.0                             ,             0.25                ,             0.25                ,                                   18.0,                   0.0                ,                                    18,                                    18,                    0.75              , 0.0                                 ,                   0.75              ,                   0.75
llama31_8b   , chain_of_thought, Religion           ,         10,               54.0,               0.0,                54,                54,                  54.0,  0.0                ,                   54,                   54,                       0.0,      0.0                ,                        0,                        0,                             0.0,            0.0                ,                              0,                              0, 1.0               , 0.0                 , 1.0               , 1.0               , 0.0                  , 0.0                 , 0.0                 , 0.0                 ,      1.0               ,   0.0                 ,     1.0               ,     1.0               ,         0.02037037037037037  , 0.005856069741052554        ,         0.018518518518518517,         0.037037037037037035,         0.02037037037037037  , 0.005856069741052554        ,         0.018518518518518517,         0.037037037037037035, 0.8574074074074074, 0.02147225571719269   , 0.8148148148148148, 0.8888888888888888,       0.8574074074074074, 0.02147225571719269    ,      0.8148148148148148,      0.8888888888888888,    0.9185185185185185, 0.015616185976140166  ,   0.8888888888888888,   0.9259259259259259,       0.7962962962962964, 0.031475429096251756   ,      0.7407407407407407,      0.8518518518518519, -0.12222222222222223                ,                0.02499809473002047 , -0.14814814814814814               , -0.07407407407407407               ,                                     52.9,                     0.3162277660168379 ,                                      52,                                      53,               27.0,               0.0,                27,                27,                  27.0,                  0.0,                   27,                   27,                                       29.2,                       0.7888106377466155 ,                                        28,                                        30,                                            23.7,                            0.674948557710553  ,                                             23,                                             25,             0.5519593613933236 , 0.013443003125304796          ,            0.5283018867924528 ,            0.5660377358490566 ,                  0.44804063860667637, 0.013443003125304796               ,                 0.4339622641509434 ,                 0.4716981132075472 , 0.1039187227866473    , 0.026886006250609593 , 0.05660377358490565  , 0.13207547169811318  ,                      4.4,     0.9660917830792959 ,                       3,                       6,             0.16969230769230767  , 0.03643588841371981             ,             0.11538461538461539 ,             0.23076923076923078 ,                                   21.5,                   0.8498365855987975 ,                                    20,                                    23,                    0.8303076923076924, 0.036435888413719794                ,                   0.7692307692307693,                   0.8846153846153846
llama31_8b   , role_based      , Religion           ,         10,               54.0,               0.0,                54,                54,                  54.0,  0.0                ,                   54,                   54,                       0.0,      0.0                ,                        0,                        0,                             0.0,            0.0                ,                              0,                              0, 0.9981481481481481, 0.005856069741052546, 0.9814814814814815, 1.0               , 0.0018518518518518517, 0.005856069741052555, 0.0                 , 0.018518518518518517,      0.9981481481481481,   0.005856069741052546,     0.9814814814814815,     1.0               ,         0.15370370370370373  , 0.030303549897860684        ,         0.1111111111111111  ,         0.2222222222222222  ,         0.1539832285115304   , 0.030259470485132778        ,         0.1111111111111111  ,         0.2222222222222222  , 0.7407407407407408, 0.027605777499997413  , 0.7037037037037037, 0.7777777777777778,       0.7420684835779177, 0.02589263825758074    ,      0.7037037037037037,      0.7777777777777778,    0.8037037037037036, 0.024998094730020463  ,   0.7777777777777778,   0.8518518518518519,       0.6777777777777778, 0.04294451143438541    ,      0.5925925925925926,      0.7407407407407407, -0.1259259259259259                 ,                0.04347362188063953 , -0.2222222222222222                , -0.07407407407407407               ,                                     45.6,                     1.6465452046971292 ,                                      42,                                      48,               27.0,               0.0,                27,                27,                  27.0,                  0.0,                   27,                   27,                                       25.3,                       1.1595018087284057 ,                                        23,                                        27,                                            20.3,                            1.1595018087284057 ,                                             18,                                             22,             0.5548848619003567 , 0.018068436594661674          ,            0.5319148936170213 ,            0.6                ,                  0.4451151380996432 , 0.01806843659466167                ,                 0.4                ,                 0.46808510638297873, 0.10976972380071363   , 0.03613687318932335  , 0.06382978723404253  , 0.19999999999999996  ,                      3.6,     0.8432740427115678 ,                       2,                       5,             0.1638389451890596   , 0.036828513807940104            ,             0.10526315789473684 ,             0.23809523809523808 ,                                   18.3,                   1.1595018087284057 ,                                    16,                                    20,                    0.8361610548109404, 0.036828513807940104                ,                   0.7619047619047619,                   0.8947368421052632
llama31_8b   , attribute_early , SES                ,         10,               54.0,               0.0,                54,                54,                  54.0,  0.0                ,                   54,                   54,                       0.0,      0.0                ,                        0,                        0,                             0.0,            0.0                ,                              0,                              0, 1.0               , 0.0                 , 1.0               , 1.0               , 0.0                  , 0.0                 , 0.0                 , 0.0                 ,      1.0               ,   0.0                 ,     1.0               ,     1.0               ,         0.0                  , 0.0                         ,         0.0                 ,         0.0                 ,         0.0                  , 0.0                         ,         0.0                 ,         0.0                 , 0.9740740740740741, 0.009562921842487491  , 0.9629629629629629, 0.9814814814814815,       0.9740740740740741, 0.009562921842487491   ,      0.9629629629629629,      0.9814814814814815,    0.9925925925925926, 0.015616185976140166  ,   0.9629629629629629,   1.0               ,       0.9555555555555557, 0.01561618597614012    ,      0.9259259259259259,      0.9629629629629629, -0.03703703703703707                ,                0.024691358024691357, -0.07407407407407407               , 0.0                                ,                                     54.0,                     0.0                ,                                      54,                                      54,               27.0,               0.0,                27,                27,                  27.0,                  0.0,                   27,                   27,                                       28.0,                       0.6666666666666666 ,                                        27,                                        29,                                            26.0,                            0.6666666666666666 ,                                             25,                                             27,             0.5185185185185185 , 0.012345679012345697          ,            0.5                ,            0.5370370370370371 ,                  0.48148148148148157, 0.012345679012345678               ,                 0.46296296296296297,                 0.5                , 0.03703703703703702   , 0.024691358024691395 , 0.0                  , 0.07407407407407418  ,                      1.2,     0.42163702135578396,                       1,                       2,             0.04444444444444444  , 0.015616185976140142            ,             0.037037037037037035,             0.07407407407407407 ,                                   25.8,                   0.4216370213557839 ,                                    25,                                    26,                    0.9555555555555557, 0.01561618597614012                 ,                   0.9259259259259259,                   0.9629629629629629
llama31_8b   , attribute_late  , SES                ,         10,               54.0,               0.0,                54,                54,                  54.0,  0.0                ,                   54,                   54,                       0.0,      0.0                ,                        0,                        0,                             0.0,            0.0                ,                              0,                              0, 1.0               , 0.0                 , 1.0               , 1.0               , 0.0                  , 0.0                 , 0.0                 , 0.0                 ,      1.0               ,   0.0                 ,     1.0               ,     1.0               ,         0.0                  , 0.0                         ,         0.0                 ,         0.0                 ,         0.0                  , 0.0                         ,         0.0                 ,         0.0                 , 0.962962962962963 , 1.1702778228589004e-16, 0.9629629629629629, 0.9629629629629629,       0.962962962962963 , 1.1702778228589004e-16 ,      0.9629629629629629,      0.9629629629629629,    1.0               , 0.0                   ,   1.0               ,   1.0               ,       0.9259259259259259, 0.0                    ,      0.9259259259259259,      0.9259259259259259, -0.07407407407407407                ,                0.0                 , -0.07407407407407407               , -0.07407407407407407               ,                                     54.0,                     0.0                ,                                      54,                                      54,               27.0,               0.0,                27,                27,                  27.0,                  0.0,                   27,                   27,                                       29.0,                       0.0                ,                                        29,                                        29,                                            25.0,                            0.0                ,                                             25,                                             25,             0.5370370370370371 , 0.0                           ,            0.5370370370370371 ,            0.5370370370370371 ,                  0.46296296296296297, 0.0                                ,                 0.46296296296296297,                 0.46296296296296297, 0.07407407407407418   , 0.0                  , 0.07407407407407418  , 0.07407407407407418  ,                      2.0,     0.0                ,                       2,                       2,             0.07407407407407407  , 0.0                             ,             0.07407407407407407 ,             0.07407407407407407 ,                                   25.0,                   0.0                ,                                    25,                                    25,                    0.9259259259259259, 0.0                                 ,                   0.9259259259259259,                   0.9259259259259259
