example_id,category,modified_token_count,modified_sentence_count,modified_average_sentence_length,modified_flesch_reading_ease,modified_gunning_fog_index,modified_yules_k,modified_noun_count,modified_verb_count,modified_adjective_count
4441,SES,147,7,21.0,71.096429,8.457143,137.640275,42,18,11
585,Gender_identity,156,8,19.5,77.556667,8.074074,161.115917,50,24,9
6933,Race_x_SES,154,5,30.8,67.226197,9.162393,116.543325,45,26,11
389,Religion,124,6,20.666667,62.050476,7.714286,144.179423,36,15,16
11005,Race_x_SES,174,6,29.0,69.57,8.622222,112.247325,58,21,13
3017,Age,166,10,16.6,62.894545,9.675524,171.682099,48,21,10
1629,Race_ethnicity,171,7,24.428571,64.866483,10.41972,122.056787,48,23,15
2187,Gender_identity,132,7,18.857143,71.374899,8.161616,162.324487,42,20,7
6417,SES,117,8,14.625,64.566451,10.069841,193.85777,37,14,7
543,Sexual_orientation,149,7,21.285714,70.236978,9.075556,170.068027,38,17,15
13231,Race_x_gender,113,6,18.833333,53.527312,10.154839,117.700317,42,14,9
2103,Race_x_SES,150,7,21.428571,58.215266,9.706557,161.279662,55,18,7
2771,Age,158,7,22.571429,76.184427,7.446595,193.461919,43,20,14
93,Disability_status,121,7,17.285714,66.450385,7.657206,138.408304,37,17,7
697,Disability_status,153,9,17.0,70.448477,7.950698,134.024824,37,24,9
319,Disability_status,136,8,17.0,72.886154,6.909402,135.018673,37,16,15
5,Race_ethnicity,130,7,18.571429,62.422145,8.793243,202.487245,37,13,16
9075,Race_x_SES,138,6,23.0,65.910273,8.295292,228.797401,47,15,8
1555,Disability_status,125,7,17.857143,62.393763,8.484696,192.15652,37,13,9
1127,Religion,136,8,17.0,57.077309,10.984746,166.654897,42,16,11
14835,Race_x_gender,113,7,16.142857,69.494,5.462128,152.908587,41,15,5
2087,Nationality,166,9,18.444444,61.639288,9.401644,155.490768,48,22,14
229,Nationality,159,9,17.666667,68.951634,9.867974,102.29634,41,21,15
1719,Age,186,8,23.25,66.245101,10.44638,123.43843,46,28,20
725,Religion,136,8,17.0,65.903262,8.639076,152.777778,39,17,14
225,Physical_appearance,161,7,23.0,59.853058,10.17648,117.622348,41,20,15
1105,Race_x_gender,134,8,16.75,73.369723,6.616601,132.282996,45,17,8
5243,Gender_identity,136,6,22.666667,70.248696,9.006211,119.804222,40,20,8
327,Physical_appearance,171,9,19.0,46.193227,14.391329,137.924564,43,27,15
10961,Race_x_gender,126,6,21.0,68.206111,7.31453,145.124717,45,17,5
5707,SES,147,9,16.333333,69.401434,9.468099,155.991804,40,24,7
4907,Race_ethnicity,143,6,23.833333,56.090163,9.043902,85.848075,49,23,10
83,Sexual_orientation,138,7,19.714286,66.378462,8.618803,100.54582,37,17,20
3787,Gender_identity,135,7,19.285714,71.408092,8.15614,143.667297,44,18,7
2413,Age,189,11,17.181818,75.749757,7.151125,125.669244,46,29,15
2685,Nationality,141,8,17.625,72.259695,8.448814,158.180919,39,20,16
1397,Physical_appearance,161,6,26.833333,59.945625,11.305319,185.479072,44,23,17
871,Race_ethnicity,136,8,17.0,67.333382,9.63285,140.258602,40,22,10
1339,Gender_identity,124,5,24.8,77.490268,6.77381,119.259523,39,16,13
865,Religion,140,6,23.333333,61.608578,9.312241,165.242568,40,18,15
1085,Nationality,156,8,19.5,70.816515,8.89697,134.546894,52,22,9
547,Physical_appearance,159,8,19.875,68.951634,8.985621,135.329533,39,23,16
5417,Gender_identity,112,5,22.4,58.584012,9.381183,160.706202,35,15,9
1313,Physical_appearance,147,6,24.5,65.499444,9.126389,207.920197,47,16,8
1221,Physical_appearance,137,8,17.125,72.913081,7.79798,186.211142,37,18,14
59,Sexual_orientation,136,8,17.0,61.018295,9.293487,146.10271,33,16,20
741,Disability_status,154,9,17.111111,71.946154,8.276923,127.410468,37,25,9
15327,Race_x_gender,130,6,21.666667,60.284524,9.486697,181.818182,35,14,16
1401,Gender_identity,125,5,25.0,76.684554,7.154762,119.259523,38,19,12
271,Sexual_orientation,131,9,14.555556,61.044975,9.248114,160.330579,35,15,14
3715,Gender_identity,133,7,19.0,68.31412,8.916028,147.737765,44,16,7
6379,Race_ethnicity,153,6,25.5,55.953167,9.423972,104.888992,55,21,11
1545,Race_x_gender,134,7,19.142857,70.90012,6.601595,142.155009,45,18,7
4553,SES,145,7,20.714286,66.249274,10.393548,140.8,43,17,10
1139,Age,114,7,16.285714,62.831218,8.973711,158.267389,33,16,9
131,Physical_appearance,131,9,14.555556,65.511261,7.455856,164.221939,38,17,14
223,Religion,139,8,17.375,71.846377,7.977965,190.277778,45,16,12
1267,Disability_status,142,7,20.285714,76.976667,7.666667,139.334745,37,22,16
11851,Race_x_gender,124,6,20.666667,69.678703,7.186792,144.990829,44,14,7
2045,Nationality,143,8,17.875,55.034427,11.317563,134.4,41,17,17
1755,Nationality,191,10,19.1,67.630748,8.59648,96.021948,46,21,25
5985,SES,140,9,15.555556,62.82,9.466667,170.753364,42,21,11
1099,Disability_status,163,9,18.111111,61.023652,10.157681,133.533461,42,26,14
1293,Nationality,137,9,15.222222,59.021038,9.466325,149.382361,33,15,18
117,Race_x_gender,125,8,15.625,75.747619,6.190476,161.979352,37,18,8
2173,SES,132,7,18.857143,67.565447,7.146116,173.899661,40,17,9
9355,Race_x_gender,140,6,23.333333,72.687261,7.224521,144.641683,46,19,6
411,SES,130,7,18.571429,58.827619,10.0,206.479174,40,15,11
3981,Race_x_gender,129,6,21.5,65.765726,8.468376,115.699537,45,17,6
3051,Nationality,129,8,16.125,67.406333,8.764444,159.919199,39,15,11
579,Sexual_orientation,147,7,21.0,67.485655,9.184646,134.277344,41,24,13
41,Sexual_orientation,136,7,19.428571,63.935536,9.293487,134.414493,34,16,19
8479,Race_x_SES,170,8,21.25,61.012696,8.858934,142.615875,52,22,15
939,Nationality,119,9,13.222222,61.355347,8.817959,153.045608,32,17,12
14457,Race_x_gender,123,6,20.5,65.273333,8.47619,140.619438,45,17,6
31,Religion,127,8,15.875,70.605808,7.434343,196.412629,33,17,12
5995,Race_ethnicity,133,7,19.0,52.196746,11.049206,106.507949,46,16,11
1287,Disability_status,133,7,19.0,58.17307,9.978947,196.597353,41,14,12
10647,Race_x_SES,169,6,28.166667,63.039293,10.088406,115.936028,57,18,12
915,Age,136,6,22.666667,72.033889,8.858629,216.612805,36,11,16
635,Sexual_orientation,151,8,18.875,48.693172,12.539779,130.853994,33,21,19
9007,Race_x_SES,145,6,24.166667,59.24875,8.522222,218.240436,51,14,13
833,Religion,133,7,19.0,59.373497,9.513964,156.25,37,16,9
8423,Race_x_gender,120,6,20.0,51.373157,11.617602,149.94233,44,11,13
1131,Disability_status,139,7,19.857143,72.163077,8.276923,183.602853,37,19,14
2465,Age,187,11,17.0,73.021389,7.375309,128.721442,44,27,18
5491,Gender_identity,119,5,23.8,63.0175,9.4,127.438486,39,15,9
1477,Physical_appearance,141,8,17.625,58.548242,10.340255,144.094124,41,17,18
1537,Physical_appearance,149,9,16.555556,64.424841,9.342072,168.047337,37,20,12
2395,Nationality,124,6,20.666667,63.661905,8.857143,160.199359,32,16,12
2371,Gender_identity,138,6,23.0,59.48084,10.161345,108.333333,41,18,9
947,Religion,141,7,20.142857,59.049739,10.330906,159.722222,41,19,14
441,Disability_status,133,8,16.625,66.760354,8.525253,248.356465,41,15,6
3943,SES,162,8,20.25,56.119304,11.317101,115.306122,48,21,13
3681,Race_x_SES,146,7,20.857143,67.562996,9.684517,185.075021,44,19,14
469,SES,128,6,21.333333,57.230539,11.568069,208.949704,39,13,12
7,Physical_appearance,137,7,19.571429,79.103816,7.198068,115.933413,37,20,13
1473,Physical_appearance,138,8,17.25,59.760663,10.330906,147.222222,41,17,18
12855,Race_x_gender,118,8,14.75,52.960909,11.268687,160.0,40,11,13
1621,Nationality,189,10,18.9,66.593825,10.058548,113.549764,48,28,15
1349,SES,143,6,23.833333,73.451667,7.666667,112.014207,41,21,12
229,Physical_appearance,163,7,23.285714,64.371667,9.321739,114.900885,41,23,14
1049,Race_x_SES,132,6,22.0,68.778669,8.107338,183.422133,51,13,7
965,Race_x_gender,143,10,14.3,60.526419,8.185806,179.2,39,17,19
10809,Race_x_SES,172,6,28.666667,63.733333,10.238298,115.056536,56,22,12
321,Sexual_orientation,124,8,15.5,66.965222,8.844444,138.408304,32,14,15
653,Gender_identity,116,8,14.5,68.342727,8.440404,214.0,36,16,9
3063,Race_ethnicity,127,7,18.142857,54.371786,10.295238,128.159487,44,15,10
481,SES,128,7,18.285714,58.478725,11.2,218.682251,38,15,11
187,Physical_appearance,145,7,20.714286,73.110537,8.045173,175.82127,39,19,13
6813,Race_ethnicity,152,5,30.4,57.734394,10.097031,132.001837,52,23,9
2277,Gender_identity,138,6,23.0,62.324538,9.82521,108.333333,41,18,9
609,Sexual_orientation,148,8,18.5,52.459063,12.3375,129.799892,34,21,16
103,Religion,149,8,18.625,74.605136,7.849169,140.380859,39,21,17
689,Disability_status,154,9,17.111111,70.644615,8.276923,127.410468,37,25,9
1479,Physical_appearance,141,8,17.625,57.8548,10.340255,144.094124,41,17,18
3109,Gender_identity,128,6,21.333333,69.365833,7.251852,114.468479,40,18,6
1961,Race_ethnicity,116,5,23.2,62.058333,8.016667,142.416835,41,14,7
919,Religion,138,7,19.714286,59.870769,9.986325,153.691468,48,16,8
735,Disability_status,151,9,16.777778,70.70828,7.914646,140.616549,38,20,9
1839,Age,187,8,23.375,59.608994,12.098113,131.73247,44,26,17
6431,SES,118,8,14.75,63.703186,10.069841,199.979594,37,15,7
907,Religion,138,7,19.714286,64.932308,8.960684,165.182419,48,16,8
413,Sexual_orientation,138,7,19.714286,59.457731,9.651224,134.171316,38,17,17
5609,Gender_identity,121,5,24.2,64.188942,9.802475,123.029604,39,17,9
509,Religion,123,8,15.375,62.980054,8.461273,225.591716,36,17,13
5885,SES,138,9,15.333333,63.656305,8.448814,163.830238,41,21,10
2061,Race_x_SES,150,8,18.75,61.045087,8.022406,155.872077,55,19,7
673,Sexual_orientation,142,7,20.285714,70.631667,9.0,135.236664,34,17,17
1077,Nationality,154,8,19.25,63.747132,10.074419,137.278107,42,25,14
485,Religion,120,8,15.0,61.676071,8.614356,232.602845,39,15,10
9939,Race_x_SES,157,6,26.166667,73.071733,7.64062,202.366864,54,19,7
903,Age,139,7,19.857143,70.870833,9.266667,208.736638,35,14,16
1161,Race_x_gender,133,7,19.0,70.158014,7.654226,134.593573,45,17,7
345,Race_x_SES,131,8,16.375,57.88964,9.618018,153.061224,45,11,16
235,Physical_appearance,161,8,20.125,59.156775,10.35365,116.572149,43,20,14
1717,Gender_identity,103,6,17.166667,52.300494,10.811628,155.899062,38,12,8
867,Religion,140,6,23.333333,62.325527,8.973258,168.067227,41,18,14
131,Age,148,8,18.5,75.190865,8.373042,85.927689,35,23,8
1097,Nationality,156,9,17.333333,68.71302,8.875657,140.036731,49,24,10
4375,Gender_identity,127,6,21.166667,57.381981,11.340162,120.534545,36,18,10
705,Disability_status,156,9,17.333333,68.025726,8.327519,145.953361,40,19,10
929,Physical_appearance,154,6,25.666667,66.525781,10.121637,144.798396,42,20,15
6247,Race_ethnicity,126,6,21.0,68.336011,7.592991,116.59808,44,14,7
1107,Religion,161,7,23.0,58.241232,9.031884,114.900885,49,23,12
4989,Race_ethnicity,140,6,23.333333,50.186667,10.666667,87.425722,48,23,10
3987,SES,160,8,20.0,57.754575,11.63268,117.622348,48,21,12
567,Nationality,147,7,21.0,65.905566,8.145785,114.216608,42,19,13
4647,Race_ethnicity,129,6,21.5,64.621667,8.503704,136.352159,50,14,7
2391,Nationality,122,7,17.428571,60.232308,9.430769,156.00907,33,14,12
2619,Age,156,7,22.285714,76.036504,7.417886,197.633136,43,17,15
5539,Race_x_SES,143,6,23.833333,53.492564,9.967797,125.697338,54,17,9
393,Religion,124,6,20.666667,60.439048,8.095238,144.179423,39,14,14
3033,Age,165,10,16.5,61.947352,10.468732,173.1136,45,20,14
511,Religion,124,7,17.714286,63.455196,8.454902,223.742604,35,17,14
199,Disability_status,123,8,15.375,58.605385,8.661538,134.240363,39,16,7
1393,Physical_appearance,163,6,27.166667,61.737148,10.55136,181.32716,45,22,18
6119,Race_x_SES,153,8,19.125,74.072528,8.092045,121.386936,60,19,7
2167,Race_x_gender,134,6,22.333333,70.27599,7.89372,162.009512,45,15,8
14085,Race_x_gender,123,6,20.5,69.301905,8.095238,140.619438,45,17,6
3059,Nationality,130,8,16.25,71.323,7.282963,164.969279,37,17,12
515,Physical_appearance,159,8,19.875,68.619235,9.263529,135.329533,41,24,16
9641,Race_x_SES,153,6,25.5,65.714574,9.144186,179.881657,53,19,7
71,Sexual_orientation,138,7,19.714286,67.101538,8.960684,100.54582,37,17,20
6609,Race_ethnicity,153,7,21.857143,52.402375,11.0575,110.059172,48,20,13
375,Religion,127,6,21.166667,59.921667,8.503704,148.135679,40,15,13
5309,Gender_identity,112,5,22.4,67.680786,8.09086,160.706202,35,15,9
271,Nationality,165,8,20.625,68.090978,9.409703,104.650594,50,20,13
781,Physical_appearance,118,6,19.666667,72.335839,6.396372,148.964391,39,11,10
2933,Age,173,10,17.3,64.766901,8.908115,152.888889,47,23,18
419,Age,148,7,21.142857,73.80398,7.717304,156.240312,39,17,16
123,Sexual_orientation,133,6,22.166667,54.078829,9.978378,143.494898,37,19,15
1163,Race_x_gender,135,8,16.875,71.419295,7.666458,144.641683,46,16,7
865,Physical_appearance,117,7,16.714286,65.942978,8.847194,168.679717,33,15,13
209,Disability_status,123,6,20.5,67.908209,7.296224,142.381657,38,17,7
597,Sexual_orientation,150,8,18.75,67.026202,8.524031,132.544379,40,27,13
10339,Race_x_gender,132,8,16.5,63.224775,7.455856,180.165816,43,15,9
191,Sexual_orientation,115,8,14.375,68.227083,8.433333,218.939313,35,15,13
2873,Age,164,10,16.4,60.973961,9.662338,170.011569,47,22,10
357,Age,147,8,18.375,75.413507,8.813889,143.020251,39,18,18
891,Physical_appearance,150,6,25.0,66.044327,10.5,143.34829,44,18,15
8835,Race_x_gender,148,6,24.666667,68.64875,8.522222,168.640337,42,19,13
9441,Race_x_gender,139,6,23.166667,64.664847,9.293487,140.258602,46,18,6
7953,Race_x_gender,129,6,21.5,60.607626,9.616162,188.296405,36,13,23
241,Sexual_orientation,130,9,14.444444,68.030296,8.881142,155.371901,33,14,15
97,Physical_appearance,132,9,14.666667,70.077714,7.337143,169.159684,37,17,15
601,Physical_appearance,158,7,22.571429,68.783333,9.259259,134.083045,45,23,10
475,Race_ethnicity,167,7,23.857143,55.936568,11.694368,149.937526,39,24,19
2211,Gender_identity,131,7,18.714286,67.529444,9.252525,163.947732,43,17,8
4745,SES,147,7,21.0,75.651378,8.435556,151.17158,42,19,10
2941,Nationality,139,8,17.375,68.548496,8.950847,138.408304,34,17,17
871,Nationality,120,9,13.333333,72.577796,7.185306,159.167432,32,19,11
1133,Physical_appearance,145,8,18.125,66.401667,9.0,265.348595,40,21,10
4159,Race_ethnicity,154,9,17.111111,70.911732,7.1401,118.066384,47,22,10
4061,Race_x_SES,146,5,29.2,66.869554,8.700911,146.738053,51,17,12
1799,Gender_identity,104,7,14.857143,49.349331,11.276744,147.971991,38,14,8
2323,Nationality,124,7,17.714286,65.273333,7.714286,147.739409,32,16,12
9639,Race_x_SES,153,6,25.5,65.273889,8.239316,179.47672,55,17,7
383,Age,143,7,20.428571,76.328178,8.435556,149.911817,40,15,17
2655,Race_ethnicity,123,8,15.375,68.939,7.2,103.68555,47,12,8
941,Disability_status,126,8,15.75,65.943431,7.670588,108.843537,34,15,11
1333,Gender_identity,122,5,24.4,73.624272,7.439112,122.04142,39,16,12
899,Nationality,118,8,14.75,66.815143,8.847194,154.102457,33,17,11
1099,Religion,163,7,23.285714,53.268968,10.222222,112.670389,45,24,16
7963,Race_x_SES,164,8,20.5,64.514804,8.485468,108.170552,46,23,11
3199,SES,149,9,16.555556,61.107273,8.030303,142.434829,51,13,9
5201,Gender_identity,134,6,22.333333,63.175664,10.350948,119.470699,40,20,7
3655,Age,144,8,18.0,58.581377,8.562045,134.171316,41,17,14
1133,Race_x_SES,146,8,18.25,52.305394,10.672401,136.96,50,14,14
4991,Gender_identity,116,5,23.2,69.80875,7.678723,143.229167,35,18,8
2911,Gender_identity,124,6,20.666667,49.576103,10.982353,113.111509,36,15,14
1879,Nationality,162,8,20.25,65.3235,8.760567,121.007737,49,19,12
479,SES,129,6,21.5,58.873258,11.568069,207.100592,38,16,11
701,Race_ethnicity,135,6,22.5,67.582088,7.914176,211.84893,43,14,11
125,Religion,143,7,20.428571,75.727732,7.361249,143.778554,42,21,11
5123,Race_ethnicity,162,4,40.5,65.597754,8.742029,108.690026,52,22,9
541,Disability_status,132,7,18.857143,55.22399,8.525253,132.334184,40,16,11
2299,Nationality,161,9,17.888889,60.286429,9.6,110.658418,39,21,20
1269,SES,143,6,23.833333,72.746667,7.333333,112.014207,41,22,11
5235,Race_ethnicity,160,5,32.0,64.096921,8.601825,106.070153,53,20,9
895,Age,138,6,23.0,71.752083,8.85,210.419998,36,11,17
1253,Race_ethnicity,143,8,17.875,58.215266,9.706557,171.855377,47,11,16
23,Physical_appearance,142,7,20.285714,64.240897,9.576087,111.574041,37,17,18
953,Age,139,7,19.857143,70.870833,9.266667,207.053278,35,14,16
1183,Disability_status,129,7,18.428571,75.163574,7.352621,255.486968,38,13,12
8645,Race_x_SES,175,7,25.0,63.274091,8.387879,128.064559,52,23,15
827,Gender_identity,116,6,19.333333,67.436612,8.118421,141.059028,36,17,7
3285,SES,148,8,18.5,68.60986,9.423972,142.822266,43,21,12
571,Religion,131,7,18.714286,63.68399,9.252525,145.089286,45,16,9
69,Sexual_orientation,136,7,19.428571,66.597729,8.937198,114.447087,36,18,19
123,Age,146,9,16.222222,76.426905,8.022406,88.685837,35,21,8
883,Religion,138,6,23.0,58.944471,9.952564,165.182419,48,16,8
3113,Gender_identity,128,6,21.333333,67.408333,8.02328,114.468479,40,18,6
1429,Disability_status,129,8,16.125,66.478002,8.147197,181.818182,39,15,11
255,Disability_status,129,8,16.125,61.044975,9.615087,127.272727,39,19,9
515,Sexual_orientation,151,8,18.875,73.188857,8.214603,161.200322,37,19,15
825,Religion,135,7,19.285714,62.771746,8.906349,159.761923,37,18,8
2705,Race_x_SES,135,6,22.5,54.840991,10.338739,161.033163,52,18,5
841,Religion,141,7,20.142857,61.893436,9.658637,156.944444,43,19,12
5107,Race_x_SES,159,9,17.666667,58.399167,10.733333,160.034602,60,17,12
3033,Gender_identity,122,6,20.333333,53.982079,10.127864,109.573241,37,13,14
1635,Nationality,189,10,18.9,65.700114,10.318182,127.215928,50,24,16
393,Disability_status,148,8,18.5,64.822578,8.755556,153.691106,44,20,9
323,Physical_appearance,171,9,19.0,46.784836,14.391329,143.554138,42,27,16
457,Age,155,6,25.833333,69.270769,7.935043,153.808594,40,17,16
2069,Age,170,10,17.0,70.111725,8.88287,129.656684,45,19,18
1547,Physical_appearance,152,8,19.0,64.685699,8.41958,172.176309,38,21,11
7787,Race_x_SES,167,8,20.875,67.621104,7.376623,96.574619,47,23,11
779,Disability_status,155,9,17.222222,68.893788,8.593939,149.253731,42,18,9
815,Age,151,6,25.166667,72.769235,7.729979,172.304216,36,18,18
2207,Nationality,165,9,18.333333,60.956705,10.582375,164.195909,46,22,16
3751,Race_x_gender,132,6,22.0,65.100488,8.493873,124.568639,44,19,6
3899,Race_x_gender,139,6,23.166667,61.488333,8.503704,120.604589,51,18,7
489,Sexual_orientation,153,7,21.857143,56.716515,10.412121,142.461417,39,21,14
2337,SES,127,7,18.142857,66.384329,8.862055,195.650275,37,15,9
2657,Gender_identity,140,6,23.333333,69.341842,8.619549,148.204159,42,19,11
2157,Race_ethnicity,128,6,21.333333,70.635067,7.372378,121.742112,41,22,6
131,Nationality,167,8,20.875,69.857563,8.517203,105.131173,43,23,15
341,Religion,123,6,20.5,60.884957,8.852991,146.938776,34,16,16
313,Physical_appearance,173,10,17.3,49.610227,13.847475,135.128881,42,30,15
2021,Nationality,170,11,15.454545,56.874991,8.88287,138.787436,42,25,16
5207,Gender_identity,134,6,22.333333,66.170354,9.996966,122.495274,40,20,7
599,Sexual_orientation,150,8,18.75,67.682016,8.524031,133.727811,40,27,13
1495,Disability_status,139,8,17.375,65.394157,9.983142,150.81873,38,20,14
161,Disability_status,120,6,20.0,65.612761,7.657206,140.330642,39,14,7
583,Sexual_orientation,148,7,21.142857,69.465069,8.501389,133.405444,40,24,14
143,Disability_status,123,8,15.375,64.138803,8.468376,137.868481,38,16,8
89,Disability_status,121,7,17.285714,67.288009,7.657206,138.408304,37,17,7
6027,SES,138,8,17.25,63.3595,9.124444,172.364263,40,23,9
685,Sexual_orientation,143,8,17.875,63.581667,10.333333,133.870637,33,20,16
957,Religion,140,6,23.333333,60.471587,9.658637,158.333333,41,16,16
499,SES,126,7,18.0,62.513694,10.594554,215.301807,39,13,11
535,Sexual_orientation,152,8,19.0,72.706705,8.544567,164.794922,37,20,15
7745,Race_x_gender,124,6,20.666667,59.633333,8.857143,145.959416,45,12,10
1555,SES,145,6,24.166667,70.134343,7.03067,126.310132,42,23,11
1751,SES,141,9,15.666667,65.311692,8.390769,143.12096,46,17,8
1083,Physical_appearance,166,9,18.444444,62.3815,11.315556,142.687277,39,26,15
199,Religion,147,8,18.375,74.453571,7.822222,143.840288,38,18,19
8835,Race_x_SES,171,8,21.375,69.939894,7.226899,137.905502,51,23,15
2989,Gender_identity,124,6,20.666667,50.029011,10.586893,107.248521,37,13,15
1285,Physical_appearance,126,7,18.0,58.775254,9.9892,181.75583,40,15,6
1323,Race_ethnicity,142,8,17.75,55.826667,9.333333,174.851445,45,13,18
1011,Nationality,149,8,18.625,70.913778,7.795556,132.275132,42,22,14
13,Disability_status,151,8,18.875,66.575427,9.162393,191.131053,45,17,11
